Product Name,Price,Product (URL)
MSI Gaming Desktop Aegis R 12TE-270US Intel Core i7 12th Gen 12700F (2.10GHz) 32GB DDR4 1 TB PCIe SSD NVIDIA GeForce RTX 3070 Ti Windows 11 Home 64-bit,$2099.99 (3 Offers)–,https://www.newegg.com/msi-aegis-r-12te-270us/p/N82E16883151035
ViprTech.com Gaming PC Computer Desktop - Intel i5 4th Gen NVIDIA GTX 1060 3GB 16GB RAM 2TB HDD VR Ready STREAMING RGB WiFi Windows 10 Pro 1 Year Warranty,$799.95 –,https://www.newegg.com/viprtech-ultimate-gaming-entertainment/p/1VK-01UK-00012
Skytech Prism II Gaming PC Desktop - AMD Ryzen 9 5950X 3.4GHz RTX 3090 24GB GDDR6X 32GB 3600 Trident Z Neo RGB 1TB Gen4 SSD 1000W Gold 360mm AIO AC WiFi Windows 10 Home 64-bit,$4399.99 –,https://www.newegg.com/st-prism-ii-0133-skytech-prism-ii-gaming-pc-desktop/p/3D5-000Z-00054
ViprTech.com Whiteout Gaming PC Desktop Computer - AMD Ryzen 5 5600G (12-Core @ 4.4Ghz) AMD Radeon RX Vega 7 Graphics 16GB DDR4 RAM 128GB M.2 SSD 1TB HDD WiFi RGB 1-Year Warranty,$734.95 –,https://www.newegg.com/p/3D5-0034-00001
ViprTech.com Gaming PC Computer Desktop - Intel i5 4th Gen NVIDIA GTX 1060 3GB 8GB RAM 1TB HDD VR Ready RGB WiFi Windows 10 Pro 1 Year Warranty,$749.95 –,https://www.newegg.com/p/1VK-01UK-00011
MSI Gaming Desktop Aegis RS 12TD-260US Intel Core i7 12th Gen 12700K (3.60GHz) 16GB DDR5 1 TB M.2 NVMe SSD NVIDIA GeForce RTX 3070 Windows 11 Home 64-bit,$2109.99 (6 Offers)–,https://www.newegg.com/msi-aegis-rs-12td-260us/p/N82E16883152941
ViprTech.com Flurry Gaming PC Desktop Computer - AMD Ryzen 5 (12-Core) AMD Radeon RX 560 4GB 8GB DDR4 RAM 1TB HDD WiFi RGB Windows 10 Pro 1 Year Warranty,$689.95 –,https://www.newegg.com/viprtech-flurry-gaming-entertainment/p/1VK-01UK-00021
Velztorm Ferrux Custom Built Gaming Desktop PC (AMD Ryzen 9 - 5900X 12-Core 32GB RAM 1TB PCIe SSD + 3TB HDD (3.5) NVIDIA GeForce RTX 3060 Ti Wifi 2xUSB 3.0 1xHDMI Win 10 Pro),$2249.00 (20 Offers)–,https://www.newegg.com/velztorm-ferrux/p/3D5-000W-03UC7
Cobratype Yuxa Gaming Desktop PC - Intel Core i9 12900KF NVIDIA RTX 3070 Ti 64 GB DDR4 2 TB NVMe AIO Liquid Cooler Windows 11 Pro,$2899.99 (5 Offers)–,https://www.newegg.com/p/3D5-000D-00129
AORUS MODEL X Gaming PC Computer Desktop (AMD R9 5900X NVIDIA GeForce RTX 3080 10GB GDDR6X 32GB DDR4 RAM 3TB M.2 SSD) - GB-AMXR9N8A-20A1,$3299.99 –,https://www.newegg.com/aorus-gb-amxr9n8a-20a1-model-x/p/N82E16883260003
HAJAAN BREEZE Gaming Desktop Tower PC - Intel Core i3-10100F Processor 3.6GHz 16GB DDR4 RAM 1TB NVMe SSD Nvidia GeForce GT 1030 2GB WIFI Windows 11 Pro,$799.99 –,https://www.newegg.com/hajaan-breeze/p/3D5-001V-000B1
Velztorm Gladio CTO Powerful Gaming Desktop  PC Liquid-Cooled (AMD Ryzen 9 5900X 12-Core 32GB DDR4 1TB PCIe SSD + 3TB HDD (3.5) GeForce RTX 3070 8GB WRGB Fans AC WiFi  BT Win 10 Home),$2399.00 (4 Offers)–,https://www.newegg.com/velztorm-gladio/p/3D5-000W-010D0
ViprTech.com Entry Level Gaming PC Computer - Intel i5 3.40Ghz NVIDIA GTX 650 8GB RAM 1TB HDD WiFi RGB Windows 10 Pro 1 Year Warranty,$499.95 –,https://www.newegg.com/p/3D5-0034-00002
IPASON - Gaming Desktop - Ryzen5 3600 (6 Core up to 4.2GHz 7nm) - Nvidia GT 1030 4GB - 500GB SSD NVMe - 8GB 3200MHz - B450M Motherboard - Windows 10 home - RGB Fans - Gaming PC,$899.99 –,https://www.newegg.com/p/3D5-001U-000W7
ABS Legend Gaming PC - Windows 10 Pro - Intel i9-11900K - GeForce RTX 3090 - G.Skill TridentZ RGB 32GB DDR4 3200 MHz - 1TB M.2 Gigabyte AORUS Gen4 7000 SSD,$4399.99 –,https://www.newegg.com/abs-ali543/p/N82E16883360163
